Longitude,Latitude,datetime,UHI Index
-73.91763,40.81035,24-07-2021 15:59,1.013580216
-73.917705,40.81021333,24-07-2021 15:59,1.017907645
-73.91775333,40.81013667,24-07-2021 15:59,1.017907645
-73.91778833,40.81004333,24-07-2021 15:59,1.017907645
-73.91783333,40.80995667,24-07-2021 15:59,1.017907645
-73.91788167,40.80987,24-07-2021 15:59,1.017907645
-73.91793833,40.80978833,24-07-2021 15:59,1.015743931
-73.91799,40.80971,24-07-2021 15:59,1.015743931
-73.91804,40.80963333,24-07-2021 15:59,1.015743931
-73.91809,40.80955833,24-07-2021 15:59,1.015743931
-73.918135,40.80948667,24-07-2021 15:59,1.02007136
-73.91817333,40.80941833,24-07-2021 15:59,1.02007136
-73.91820667,40.809355,24-07-2021 15:59,1.02439879
-73.918235,40.80929833,24-07-2021 15:59,1.02439879
-73.91826167,40.80924333,24-07-2021 15:59,1.022235075
-73.91829667,40.809195,24-07-2021 15:59,1.022235075
-73.91833,40.809145,24-07-2021 15:59,1.02439879
-73.91836833,40.809095,24-07-2021 15:59,1.02439879
-73.9184,40.80904667,24-07-2021 15:59,1.02439879
-73.91843,40.80899833,24-07-2021 15:59,1.02439879
-73.91847667,40.80890167,24-07-2021 15:59,1.02439879
-73.91849833,40.80885833,24-07-2021 15:59,1.02439879
-73.91851333,40.80881833,24-07-2021 15:59,1.026562505
-73.91853167,40.80878333,24-07-2021 15:59,1.026682711
-73.98123333,40.78433667,24-07-2021 15:01,1.009974024
-73.98125667,40.78432833,24-07-2021 15:01,1.007810309
-73.981285,40.78432167,24-07-2021 15:01,1.007810309
-73.98131833,40.78429667,24-07-2021 15:01,1.007810309
-73.98133833,40.78426833,24-07-2021 15:01,1.007810309
-73.981375,40.78423167,24-07-2021 15:01,1.00348288
-73.98141833,40.784195,24-07-2021 15:01,1.00348288
-73.98145333,40.784155,24-07-2021 15:01,1.001319165
-73.981505,40.78405333,24-07-2021 15:01,1.001319165
-73.981535,40.78401167,24-07-2021 15:01,1.00348288
-73.98156,40.783965,24-07-2021 15:01,1.00348288
-73.98157833,40.783935,24-07-2021 15:01,1.00348288
-73.981645,40.78383167,24-07-2021 15:01,1.003603086
-73.98176,40.78367167,24-07-2021 15:01,0.997111941
-73.98180167,40.78363,24-07-2021 15:01,0.997111941
-73.981845,40.78359833,24-07-2021 15:01,0.999275656
-73.98188167,40.78355167,24-07-2021 15:01,0.999275656
-73.98191333,40.78349667,24-07-2021 15:01,0.997111941
-73.98197333,40.78338833,24-07-2021 15:01,0.997111941
-73.98199833,40.78332833,24-07-2021 15:01,0.997111941
-73.98203333,40.78326167,24-07-2021 15:01,0.994948226
-73.982065,40.783195,24-07-2021 15:01,0.994948226
-73.98209,40.78312167,24-07-2021 15:01,0.994948226
-73.98212667,40.78304667,24-07-2021 15:01,0.994948226
-73.98217167,40.78297833,24-07-2021 15:01,0.994948226
-73.98221333,40.78291167,24-07-2021 15:01,0.994948226
-73.98225833,40.78283833,24-07-2021 15:01,0.994948226
-73.98230833,40.78276667,24-07-2021 15:01,0.994948226
-73.98235833,40.78269833,24-07-2021 15:01,0.994948226
-73.98241167,40.78263167,24-07-2021 15:02,0.994948226
-73.98247,40.78256333,24-07-2021 15:02,0.992784512
-73.98254,40.78249333,24-07-2021 15:02,0.992784512
-73.9826,40.782425,24-07-2021 15:02,0.992784512
-73.982645,40.78235167,24-07-2021 15:02,0.992784512
-73.98269167,40.78228167,24-07-2021 15:02,0.992784512
-73.98273833,40.78222,24-07-2021 15:02,0.992784512
-73.98278833,40.78215833,24-07-2021 15:02,0.990620797
-73.98283833,40.782095,24-07-2021 15:02,0.990620797
-73.9829,40.782025,24-07-2021 15:02,0.990620797
-73.98299833,40.78188167,24-07-2021 15:02,0.990620797
-73.98304833,40.781815,24-07-2021 15:02,0.990620797
-73.98310667,40.78175167,24-07-2021 15:02,0.990620797
-73.98317,40.78168333,24-07-2021 15:02,0.990620797
-73.983225,40.7816,24-07-2021 15:02,0.990620797
-73.98328833,40.78151667,24-07-2021 15:02,0.992784512
-73.98335833,40.78142167,24-07-2021 15:02,0.992784512
-73.98341167,40.78133167,24-07-2021 15:02,0.990620797
-73.98346,40.78125167,24-07-2021 15:02,0.990620797
-73.98351333,40.78118167,24-07-2021 15:02,0.988457082
-73.98354667,40.78111167,24-07-2021 15:02,0.988457082
-73.98359167,40.78108333,24-07-2021 15:02,0.984129652
-73.983635,40.78105,24-07-2021 15:02,0.984129652
-73.98368333,40.78101,24-07-2021 15:02,0.981965937
-73.98372333,40.78093667,24-07-2021 15:02,0.981965937
-73.98375833,40.78088333,24-07-2021 15:02,0.981965937
-73.98379167,40.78081833,24-07-2021 15:02,0.981965937
-73.983825,40.78077,24-07-2021 15:02,0.984129652
-73.98386167,40.78073833,24-07-2021 15:02,0.984129652
-73.98388167,40.78072167,24-07-2021 15:02,0.984129652
-73.984055,40.78056833,24-07-2021 15:03,0.988577288
-73.98409167,40.78054833,24-07-2021 15:03,0.988577288
-73.98416,40.78054667,24-07-2021 15:03,0.990741003
-73.984205,40.78052833,24-07-2021 15:03,0.990741003
-73.984225,40.78048833,24-07-2021 15:03,0.990741003
-73.98423167,40.78044833,24-07-2021 15:03,0.990741003
-73.98425333,40.78040167,24-07-2021 15:03,0.990741003
-73.984275,40.780355,24-07-2021 15:03,0.990741003
-73.984295,40.78031167,24-07-2021 15:03,0.990741003
-73.98432167,40.78026667,24-07-2021 15:03,0.990741003
-73.98434333,40.78022667,24-07-2021 15:03,0.992904718
-73.98436333,40.78018667,24-07-2021 15:03,0.992904718
-73.98437833,40.78015167,24-07-2021 15:03,0.990741003
-73.98438167,40.780125,24-07-2021 15:03,0.990741003
-73.98439667,40.78009833,24-07-2021 15:03,0.992904718
-73.98441,40.780075,24-07-2021 15:03,0.992904718
-73.98441667,40.78004333,24-07-2021 15:03,0.990741003
-73.98444167,40.78003833,24-07-2021 15:03,0.990741003
-73.98463667,40.780075,24-07-2021 15:03,0.990741003
-73.98470833,40.78008167,24-07-2021 15:03,0.988577288
-73.98477667,40.780105,24-07-2021 15:03,0.988577288
-73.98485,40.78012667,24-07-2021 15:03,0.986413573
-73.98492333,40.78015333,24-07-2021 15:03,0.986413573
-73.98499,40.78018333,24-07-2021 15:03,0.986413573
-73.98504833,40.780215,24-07-2021 15:03,0.986413573
-73.98510167,40.78023,24-07-2021 15:03,0.988577288
-73.98515167,40.78024833,24-07-2021 15:03,0.988577288
-73.98522667,40.78026833,24-07-2021 15:03,0.988577288
-73.98526167,40.78027333,24-07-2021 15:03,0.984249858
-73.98553167,40.78030667,24-07-2021 15:03,0.988577288
-73.98556833,40.78035833,24-07-2021 15:03,0.988577288
-73.98556167,40.78037667,24-07-2021 15:04,0.986413573
-73.98552333,40.78048833,24-07-2021 15:04,0.984249858
-73.98550333,40.78053167,24-07-2021 15:04,0.984249858
-73.98547333,40.78062667,24-07-2021 15:04,0.984249858
-73.98546,40.780685,24-07-2021 15:04,0.984249858
-73.98544,40.78073667,24-07-2021 15:04,0.984249858
-73.98542167,40.78080667,24-07-2021 15:04,0.982086144
-73.9854,40.78086167,24-07-2021 15:04,0.982086144
-73.98537167,40.78093667,24-07-2021 15:04,0.982086144
-73.98533833,40.78100167,24-07-2021 15:04,0.982086144
-73.9853,40.78107667,24-07-2021 15:04,0.984249858
-73.98521667,40.78121833,24-07-2021 15:04,0.984249858
-73.98517,40.78129833,24-07-2021 15:04,0.984370065
-73.985125,40.78137667,24-07-2021 15:04,0.98220635
-73.98504333,40.78151167,24-07-2021 15:04,0.98220635
-73.98506,40.781565,24-07-2021 15:04,0.98220635
-73.98504333,40.78162833,24-07-2021 15:04,0.98220635
-73.985015,40.78170333,24-07-2021 15:04,0.98220635
-73.984955,40.78186167,24-07-2021 15:04,0.98220635
-73.98492167,40.781945,24-07-2021 15:04,0.980042635
-73.98488,40.78202667,24-07-2021 15:04,0.980042635
-73.984835,40.78211333,24-07-2021 15:04,0.980042635
-73.98478667,40.78221833,24-07-2021 15:04,0.980042635
-73.98474667,40.78231667,24-07-2021 15:04,0.975715205
-73.98470833,40.78241,24-07-2021 15:04,0.975715205
-73.98467,40.78249667,24-07-2021 15:04,0.97355149
-73.98463667,40.78257333,24-07-2021 15:04,0.97355149
-73.98460333,40.78264333,24-07-2021 15:04,0.971387776
-73.98458167,40.78270667,24-07-2021 15:04,0.971387776
-73.98456167,40.782765,24-07-2021 15:04,0.969224061
-73.98455,40.78281167,24-07-2021 15:04,0.969224061
-73.98454167,40.782855,24-07-2021 15:04,0.969224061
-73.98453,40.78289833,24-07-2021 15:04,0.969224061
-73.98451833,40.78293667,24-07-2021 15:04,0.971387776
-73.98449667,40.78297667,24-07-2021 15:04,0.971387776
-73.984475,40.78302333,24-07-2021 15:04,0.971387776
-73.98444,40.78307833,24-07-2021 15:04,0.971387776
-73.98434667,40.783205,24-07-2021 15:04,0.971387776
-73.98428833,40.78326667,24-07-2021 15:04,0.971387776
-73.98422667,40.78331833,24-07-2021 15:04,0.97355149
-73.98416167,40.78338333,24-07-2021 15:04,0.97355149
-73.98410167,40.783445,24-07-2021 15:04,0.97355149
-73.984035,40.78351167,24-07-2021 15:04,0.97355149
-73.98397,40.78357667,24-07-2021 15:04,0.97787892
-73.98390167,40.78367667,24-07-2021 15:04,0.97787892
-73.98383667,40.78377,24-07-2021 15:04,0.980042635
-73.98377,40.783835,24-07-2021 15:04,0.980042635
-73.98370333,40.7839,24-07-2021 15:04,0.980042635
-73.98355833,40.78403333,24-07-2021 15:04,0.980042635
-73.983495,40.78409167,24-07-2021 15:04,0.980042635
-73.983395,40.78415833,24-07-2021 15:04,0.98220635
-73.98331,40.78422333,24-07-2021 15:04,0.98220635
-73.98324833,40.78428667,24-07-2021 15:05,0.98220635
-73.983185,40.78434667,24-07-2021 15:05,0.98220635
-73.98313,40.78438833,24-07-2021 15:05,0.98220635
-73.983075,40.78443667,24-07-2021 15:05,0.98220635
-73.983055,40.78448167,24-07-2021 15:05,0.980042635
-73.98302833,40.78452167,24-07-2021 15:05,0.980042635
-73.98299833,40.78455,24-07-2021 15:05,0.98220635
-73.98297333,40.78458833,24-07-2021 15:05,0.98220635
-73.98295833,40.78462167,24-07-2021 15:05,0.98220635
-73.982945,40.78465,24-07-2021 15:05,0.98220635
-73.98293333,40.78468,24-07-2021 15:05,0.98220635
-73.98292667,40.78469333,24-07-2021 15:05,0.98220635
-73.98292333,40.78469667,24-07-2021 15:05,0.984370065
-73.9828,40.784865,24-07-2021 15:06,1.00612742
-73.9828,40.78492667,24-07-2021 15:06,1.003963705
-73.982825,40.78497333,24-07-2021 15:06,1.003963705
-73.98287167,40.785005,24-07-2021 15:06,1.003963705
-73.98291833,40.78508,24-07-2021 15:06,1.003963705
-73.98298833,40.785125,24-07-2021 15:06,1.00179999
-73.98306,40.78516,24-07-2021 15:06,1.00179999
-73.98313667,40.78519667,24-07-2021 15:06,1.00179999
-73.98321833,40.78522167,24-07-2021 15:06,1.00179999
-73.98329667,40.785255,24-07-2021 15:06,0.99747256
-73.98337167,40.785285,24-07-2021 15:06,0.99747256
-73.98344667,40.785315,24-07-2021 15:06,0.995308846
-73.98352,40.785345,24-07-2021 15:06,0.995308846
-73.98359,40.78536833,24-07-2021 15:06,0.995308846
-73.983665,40.78539667,24-07-2021 15:06,0.995308846
-73.98373833,40.785425,24-07-2021 15:06,0.990981416
-73.98380667,40.78545333,24-07-2021 15:06,0.990981416
-73.98386833,40.78547833,24-07-2021 15:06,0.995308846
-73.98392833,40.78550167,24-07-2021 15:06,0.995308846
-73.98398833,40.78551833,24-07-2021 15:06,0.995308846
-73.98401333,40.78555833,24-07-2021 15:06,0.995308846
-73.98405,40.78566167,24-07-2021 15:06,0.993145131
-73.98407833,40.78572167,24-07-2021 15:06,0.993145131
-73.98412667,40.785765,24-07-2021 15:06,0.995308846
-73.98417333,40.78580667,24-07-2021 15:06,0.995308846
-73.98422167,40.78584333,24-07-2021 15:06,0.990981416
-73.98427333,40.78586833,24-07-2021 15:06,0.990981416
-73.98432667,40.78588667,24-07-2021 15:06,0.990981416
-73.98438833,40.78589167,24-07-2021 15:06,0.990981416
-73.98445667,40.78588667,24-07-2021 15:06,0.988817701
-73.98452167,40.78587333,24-07-2021 15:06,0.988817701
-73.98458333,40.78584667,24-07-2021 15:06,0.984490271
-73.984635,40.785815,24-07-2021 15:06,0.984490271
-73.98470667,40.78573,24-07-2021 15:06,0.982446763
-73.98471,40.785675,24-07-2021 15:06,0.980283048
-73.98470333,40.785615,24-07-2021 15:06,0.980283048
-73.98468833,40.78554667,24-07-2021 15:06,0.980283048
-73.98467,40.78539,24-07-2021 15:06,0.975955618
-73.98467333,40.78530333,24-07-2021 15:07,0.975955618
-73.98468667,40.78519833,24-07-2021 15:07,0.975955618
-73.9847,40.78509833,24-07-2021 15:07,0.975955618
-73.98472333,40.78499833,24-07-2021 15:07,0.975955618
-73.98475333,40.78489833,24-07-2021 15:07,0.975955618
-73.98479,40.78479333,24-07-2021 15:07,0.971628188
-73.984835,40.78469,24-07-2021 15:07,0.971628188
-73.98488167,40.78458667,24-07-2021 15:07,0.969464473
-73.98493,40.78449,24-07-2021 15:07,0.969464473
-73.984975,40.78439667,24-07-2021 15:07,0.967300759
-73.98502333,40.78431,24-07-2021 15:07,0.967300759
-73.98506667,40.784235,24-07-2021 15:07,0.969464473
-73.98511,40.78416833,24-07-2021 15:07,0.969464473
-73.985155,40.78411167,24-07-2021 15:07,0.965137044
-73.98518833,40.784065,24-07-2021 15:07,0.965137044
-73.985215,40.78403833,24-07-2021 15:07,0.967300759
-73.98523167,40.78401667,24-07-2021 15:07,0.967300759
-73.98524667,40.78399,24-07-2021 15:07,0.965137044
-73.98526667,40.78394667,24-07-2021 15:07,0.965137044
-73.98528833,40.78389,24-07-2021 15:07,0.965137044
-73.98535833,40.78374333,24-07-2021 15:07,0.965137044
-73.98540667,40.78365667,24-07-2021 15:07,0.965137044
-73.98546167,40.78356333,24-07-2021 15:07,0.965137044
-73.98554167,40.78345667,24-07-2021 15:07,0.965137044
-73.98562833,40.78334333,24-07-2021 15:07,0.965137044
-73.98572,40.78322167,24-07-2021 15:07,0.971628188
-73.98581667,40.78309667,24-07-2021 15:07,0.971628188
-73.985905,40.78297333,24-07-2021 15:07,0.969464473
-73.985995,40.78285167,24-07-2021 15:07,0.969464473
-73.98608333,40.78273,24-07-2021 15:07,0.971628188
-73.986175,40.782605,24-07-2021 15:07,0.971628188
-73.98627,40.78247333,24-07-2021 15:07,0.971628188
-73.98636,40.78234167,24-07-2021 15:07,0.971628188
-73.98645,40.78220833,24-07-2021 15:07,0.973791903
-73.986545,40.782075,24-07-2021 15:07,0.973791903
-73.986645,40.78194167,24-07-2021 15:07,0.973791903
-73.98672167,40.78182667,24-07-2021 15:07,0.973791903
-73.98682333,40.7817,24-07-2021 15:07,0.973791903
-73.98692833,40.78158167,24-07-2021 15:07,0.973791903
-73.98704,40.78146167,24-07-2021 15:07,0.973791903
-73.98715167,40.78134333,24-07-2021 15:07,0.973791903
-73.98726833,40.781225,24-07-2021 15:07,0.971628188
-73.98738167,40.78111,24-07-2021 15:07,0.971628188
-73.98750167,40.78098333,24-07-2021 15:07,0.975955618
-73.98761667,40.78086333,24-07-2021 15:07,0.975955618
-73.98772667,40.78073667,24-07-2021 15:07,0.980283048
-73.98783833,40.780605,24-07-2021 15:07,0.980283048
-73.98803833,40.78035167,24-07-2021 15:07,0.984610478
-73.99120333,40.77612,24-07-2021 15:08,0.997712973
-73.991295,40.77599333,24-07-2021 15:08,0.997712973
-73.99138833,40.77586333,24-07-2021 15:08,0.999876688
-73.99148333,40.77573667,24-07-2021 15:08,0.999876688
-73.991575,40.77561167,24-07-2021 15:08,1.002040403
-73.991665,40.77549167,24-07-2021 15:08,1.002040403
-73.99176667,40.77536667,24-07-2021 15:08,0.997712973
-73.99205667,40.77498167,24-07-2021 15:08,0.995549258
-73.99215333,40.77485667,24-07-2021 15:08,0.991221829
-73.99224167,40.774745,24-07-2021 15:08,0.991221829
-73.99232833,40.77463,24-07-2021 15:08,0.989058114
-73.99241333,40.77451667,24-07-2021 15:08,0.989058114
-73.9925,40.77439833,24-07-2021 15:08,0.989058114
-73.99257333,40.77427667,24-07-2021 15:08,0.989058114
-73.99264333,40.774165,24-07-2021 15:08,0.993385543
